"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","pplfair","lrscale","trstplc","trstun","imbgeco","imwbcnt"
"ESS4e04_6",4,"4.6","14.11.2023",123710,"GB",0.5153,0.5013763,2.1444342,1.0751684,,,,3,3,6,5,3,3
"ESS4e04_6",4,"4.6","14.11.2023",123718,"GB",1.0307,1.0028499,2.1444342,2.1505456,,,,88,88,8,88,88,88
"ESS4e04_6",4,"4.6","14.11.2023",123720,"GB",0.5153,0.662297,2.1444342,1.4202523,,,,4,88,7,88,88,88
"ESS4e04_6",4,"4.6","14.11.2023",123801,"GB",2.0613,2.0056024,2.1444342,4.3008823,,,,0,5,10,88,1,8
"ESS4e04_6",4,"4.6","14.11.2023",123803,"GB",1.0307,1.077793,2.1444342,2.3112562,,,,7,5,5,0,5,5
"ESS4e04_6",4,"4.6","14.11.2023",123804,"GB",1.0307,1.3247225,2.1444342,2.8407803,,,,6,5,2,0,1,1
"ESS4e04_6",4,"4.6","14.11.2023",123805,"GB",1.0307,1.0028499,2.1444342,2.1505456,,,,7,88,7,6,1,3
"ESS4e04_6",4,"4.6","14.11.2023",123807,"GB",0.5153,0.5013763,2.1444342,1.0751684,,,,2,5,8,5,88,7
"ESS4e04_6",4,"4.6","14.11.2023",123808,"GB",1.0307,1.3247225,2.1444342,2.8407803,,,,0,2,0,9,0,0
"ESS4e04_6",4,"4.6","14.11.2023",123809,"GB",1.0307,1.1458406,2.1444342,2.4571798,,,,5,5,7,6,5,7
"ESS4e04_6",4,"4.6","14.11.2023",123810,"GB",1.546,1.6166372,2.1444342,3.466772,,,,5,4,10,88,5,3
"ESS4e04_6",4,"4.6","14.11.2023",123811,"GB",1.0307,1.4422337,2.1444342,3.0927753,,,,6,5,8,8,6,5
"ESS4e04_6",4,"4.6","14.11.2023",123815,"GB",1.546,1.5042262,2.1444342,3.2257142,,,,3,88,4,88,88,5
"ESS4e04_6",4,"4.6","14.11.2023",123816,"GB",1.0307,1.1458406,2.1444342,2.4571798,,,,4,5,6,2,1,3
"ESS4e04_6",4,"4.6","14.11.2023",123901,"GB",1.546,1.6166372,2.1444342,3.466772,,,,1,5,4,6,3,7
"ESS4e04_6",4,"4.6","14.11.2023",123902,"GB",1.0307,1.0028499,2.1444342,2.1505456,,,,7,5,7,4,5,7
"ESS4e04_6",4,"4.6","14.11.2023",123903,"GB",0.5153,0.662297,2.1444342,1.4202523,,,,4,0,0,8,0,4
"ESS4e04_6",4,"4.6","14.11.2023",123905,"GB",1.0307,1.0028499,2.1444342,2.1505456,,,,4,5,7,4,88,88
"ESS4e04_6",4,"4.6","14.11.2023",123908,"GB",1.546,1.7187053,2.1444342,3.6856503,,,,6,5,5,5,5,5
"ESS4e04_6",4,"4.6","14.11.2023",123909,"GB",0.5153,0.5388442,2.1444342,1.155516,,,,7,5,8,88,7,88
"ESS4e04_6",4,"4.6","14.11.2023",123910,"GB",2.0613,2.29157,2.1444342,4.914121,,,,7,6,7,7,5,4
"ESS4e04_6",4,"4.6","14.11.2023",123912,"GB",0.5153,0.662297,2.1444342,1.4202523,,,,4,88,88,88,3,3
"ESS4e04_6",4,"4.6","14.11.2023",123914,"GB",1.0307,1.3247225,2.1444342,2.8407803,,,,7,3,5,5,5,3
"ESS4e04_6",4,"4.6","14.11.2023",123917,"GB",0.5153,0.662297,2.1444342,1.4202523,,,,6,88,7,4,4,2
"ESS4e04_6",4,"4.6","14.11.2023",124002,"GB",1.0307,1.3247225,2.1444342,2.8407803,,,,8,5,8,5,5,5
"ESS4e04_6",4,"4.6","14.11.2023",124003,"GB",1.0307,1.3247225,2.1444342,2.8407803,,,,6,5,6,4,3,2
"ESS4e04_6",4,"4.6","14.11.2023",124005,"GB",1.0307,1.077793,2.1444342,2.3112562,,,,5,88,6,2,6,5
"ESS4e04_6",4,"4.6","14.11.2023",124007,"GB",0.5153,0.662297,2.1444342,1.4202523,,,,7,7,7,5,4,4
"ESS4e04_6",4,"4.6","14.11.2023",124008,"GB",1.546,1.9870195,2.1444342,4.2610326,,,,6,88,8,6,3,5
"ESS4e04_6",4,"4.6","14.11.2023",124012,"GB",1.546,1.5042262,2.1444342,3.2257142,,,,7,6,5,7,7,6
"ESS4e04_6",4,"4.6","14.11.2023",124014,"GB",1.0307,1.0949191,2.1444342,2.347982,,,,5,1,5,6,5,5
"ESS4e04_6",4,"4.6","14.11.2023",124016,"GB",1.0307,1.0028499,2.1444342,2.1505456,,,,6,5,3,4,5,4
"ESS4e04_6",4,"4.6","14.11.2023",124017,"GB",0.5153,0.662297,2.1444342,1.4202523,,,,5,7,6,3,2,3
"ESS4e04_6",4,"4.6","14.11.2023",124019,"GB",1.0307,1.0949191,2.1444342,2.347982,,,,6,4,8,7,2,2
"ESS4e04_6",4,"4.6","14.11.2023",124101,"GB",2.0613,2.29157,2.1444342,4.914121,,,,4,5,9,1,3,2
"ESS4e04_6",4,"4.6","14.11.2023",124102,"GB",2.5767,2.8645458,2.1444342,6.14283,,,,8,3,8,5,4,5
"ESS4e04_6",4,"4.6","14.11.2023",124103,"GB",1.0307,1.4422337,2.1444342,3.0927753,,,,6,3,4,6,3,4
"ESS4e04_6",4,"4.6","14.11.2023",124107,"GB",1.546,1.6166372,2.1444342,3.466772,,,,7,5,10,3,4,4
"ESS4e04_6",4,"4.6","14.11.2023",124108,"GB",2.5767,3.6055143,2.1444342,7.731788,,,,6,4,8,6,7,7
"ESS4e04_6",4,"4.6","14.11.2023",124110,"GB",1.0307,1.4422337,2.1444342,3.0927753,,,,5,2,10,4,5,9
"ESS4e04_6",4,"4.6","14.11.2023",124112,"GB",1.0307,1.0949191,2.1444342,2.347982,,,,6,4,8,4,5,5
"ESS4e04_6",4,"4.6","14.11.2023",124114,"GB",1.0307,1.0949191,2.1444342,2.347982,,,,7,5,8,5,5,5
"ESS4e04_6",4,"4.6","14.11.2023",124115,"GB",1.0307,1.0949191,2.1444342,2.347982,,,,6,3,2,5,2,6
"ESS4e04_6",4,"4.6","14.11.2023",124118,"GB",1.546,2.1632805,2.1444342,4.639013,,,,2,4,8,0,5,2
"ESS4e04_6",4,"4.6","14.11.2023",124202,"GB",1.546,1.7187053,2.1444342,3.6856503,,,,4,88,2,2,1,1
"ESS4e04_6",4,"4.6","14.11.2023",124204,"GB",0.5153,0.662297,2.1444342,1.4202523,,,,8,7,4,4,3,2
"ESS4e04_6",4,"4.6","14.11.2023",124206,"GB",1.0307,1.0028499,2.1444342,2.1505456,,,,7,5,8,6,0,0
"ESS4e04_6",4,"4.6","14.11.2023",124207,"GB",1.0307,1.1458406,2.1444342,2.4571798,,,,3,88,5,5,0,0
"ESS4e04_6",4,"4.6","14.11.2023",124208,"GB",1.0307,1.0949191,2.1444342,2.347982,,,,7,5,2,2,3,0
"ESS4e04_6",4,"4.6","14.11.2023",124209,"GB",2.0613,2.8843274,2.1444342,6.1852503,,,,6,5,8,9,3,2
"ESS4e04_6",4,"4.6","14.11.2023",124211,"GB",0.5153,0.5013763,2.1444342,1.0751684,,,,3,3,6,5,2,3
"ESS4e04_6",4,"4.6","14.11.2023",124212,"GB",1.0307,1.0028499,2.1444342,2.1505456,,,,7,4,8,5,4,4
"ESS4e04_6",4,"4.6","14.11.2023",124214,"GB",0.5153,0.662297,2.1444342,1.4202523,,,,4,5,4,4,3,3
"ESS4e04_6",4,"4.6","14.11.2023",124216,"GB",1.0307,1.1677024,2.1444342,2.504061,,,,7,4,6,0,1,1
"ESS4e04_6",4,"4.6","14.11.2023",124217,"GB",1.0307,1.0028499,2.1444342,2.1505456,,,,8,5,8,88,4,3
"ESS4e04_6",4,"4.6","14.11.2023",124219,"GB",1.0307,1.3247225,2.1444342,2.8407803,,,,88,5,4,4,3,2
"ESS4e04_6",4,"4.6","14.11.2023",124301,"GB",1.0307,1.0949191,2.1444342,2.347982,,,,5,2,5,3,0,0
"ESS4e04_6",4,"4.6","14.11.2023",124303,"GB",0.5153,0.5388442,2.1444342,1.155516,,,,5,0,4,1,5,1
"ESS4e04_6",4,"4.6","14.11.2023",124304,"GB",0.5153,0.54740644,2.1444342,1.1738771,,,,5,0,3,2,7,8
"ESS4e04_6",4,"4.6","14.11.2023",124305,"GB",1.0307,1.1458406,2.1444342,2.4571798,,,,3,5,7,4,5,5
"ESS4e04_6",4,"4.6","14.11.2023",124308,"GB",1.0307,1.3247225,2.1444342,2.8407803,,,,3,8,8,2,0,2
"ESS4e04_6",4,"4.6","14.11.2023",124311,"GB",1.0307,1.0028499,2.1444342,2.1505456,,,,7,5,8,8,8,8
"ESS4e04_6",4,"4.6","14.11.2023",124314,"GB",1.546,2.1632805,2.1444342,4.639013,,,,9,3,2,5,9,6
"ESS4e04_6",4,"4.6","14.11.2023",124316,"GB",0.5153,0.5388442,2.1444342,1.155516,,,,5,7,6,5,7,4
"ESS4e04_6",4,"4.6","14.11.2023",124317,"GB",1.0307,1.1458406,2.1444342,2.4571798,,,,3,2,4,7,0,0
"ESS4e04_6",4,"4.6","14.11.2023",124402,"GB",0.5153,0.5728647,2.1444342,1.2284707,,,,8,6,3,6,2,3
"ESS4e04_6",4,"4.6","14.11.2023",124406,"GB",1.0307,1.0949191,2.1444342,2.347982,,,,7,10,7,3,0,5
"ESS4e04_6",4,"4.6","14.11.2023",124413,"GB",1.0307,1.1458406,2.1444342,2.4571798,,,,7,5,7,5,4,5
"ESS4e04_6",4,"4.6","14.11.2023",124418,"GB",1.0307,1.077793,2.1444342,2.3112562,,,,8,5,8,8,5,7
"ESS4e04_6",4,"4.6","14.11.2023",124419,"GB",1.0307,1.3247225,2.1444342,2.8407803,,,,2,88,1,88,0,0
"ESS4e04_6",4,"4.6","14.11.2023",124420,"GB",1.0307,1.0028499,2.1444342,2.1505456,,,,7,7,8,7,8,8
"ESS4e04_6",4,"4.6","14.11.2023",125501,"GB",1.0307,1.0909716,2.1444342,2.3395169,,,,3,5,7,5,8,5
"ESS4e04_6",4,"4.6","14.11.2023",125503,"GB",0.5153,0.40760642,2.1444342,0.8740852,,,,4,5,1,5,5,2
"ESS4e04_6",4,"4.6","14.11.2023",125504,"GB",1.0307,0.75860155,2.1444342,1.6267711,,,,8,5,8,10,8,10
"ESS4e04_6",4,"4.6","14.11.2023",125505,"GB",0.5153,0.50099176,2.1444342,1.0743439,,,,7,8,8,1,88,1
"ESS4e04_6",4,"4.6","14.11.2023",125508,"GB",1.0307,0.81529194,2.1444342,1.7483399,,,,7,8,8,4,5,5
"ESS4e04_6",4,"4.6","14.11.2023",125510,"GB",1.0307,0.81529194,2.1444342,1.7483399,,,,9,0,5,8,10,10
"ESS4e04_6",4,"4.6","14.11.2023",125513,"GB",1.0307,0.75860155,2.1444342,1.6267711,,,,7,5,0,5,5,6
"ESS4e04_6",4,"4.6","14.11.2023",125514,"GB",0.5153,0.40760642,2.1444342,0.8740852,,,,5,5,7,3,0,0
"ESS4e04_6",4,"4.6","14.11.2023",125515,"GB",0.5153,0.50099176,2.1444342,1.0743439,,,,8,6,5,5,5,3
"ESS4e04_6",4,"4.6","14.11.2023",125517,"GB",0.5153,0.54543287,2.1444342,1.169645,,,,6,5,7,6,3,4
"ESS4e04_6",4,"4.6","14.11.2023",125518,"GB",1.0307,0.8667663,2.1444342,1.8587233,,,,7,3,7,8,9,8
"ESS4e04_6",4,"4.6","14.11.2023",125519,"GB",0.5153,0.37926397,2.1444342,0.8133066,,,,8,6,6,1,8,8
"ESS4e04_6",4,"4.6","14.11.2023",125520,"GB",1.0307,0.75860155,2.1444342,1.6267711,,,,7,6,8,6,3,4
"ESS4e04_6",4,"4.6","14.11.2023",125601,"GB",1.546,1.1378655,2.1444342,2.4400778,,,,9,9,7,3,5,1
"ESS4e04_6",4,"4.6","14.11.2023",125602,"GB",1.546,1.5030725,2.1444342,3.2232401,,,,5,4,7,7,7,2
"ESS4e04_6",4,"4.6","14.11.2023",125603,"GB",1.546,1.2423302,2.1444342,2.6640954,,,,7,5,3,5,7,4
"ESS4e04_6",4,"4.6","14.11.2023",125605,"GB",1.0307,0.82824695,2.1444342,1.7761211,,,,7,5,5,5,1,2
"ESS4e04_6",4,"4.6","14.11.2023",125606,"GB",1.0307,0.82824695,2.1444342,1.7761211,,,,7,3,4,3,5,3
"ESS4e04_6",4,"4.6","14.11.2023",125607,"GB",1.546,1.2423302,2.1444342,2.6640954,,,,6,4,7,6,4,3
"ESS4e04_6",4,"4.6","14.11.2023",125608,"GB",0.5153,0.37926397,2.1444342,0.8133066,,,,6,4,5,3,3,3
"ESS4e04_6",4,"4.6","14.11.2023",125609,"GB",1.0307,0.82824695,2.1444342,1.7761211,,,,3,5,0,2,0,0
"ESS4e04_6",4,"4.6","14.11.2023",125610,"GB",0.5153,0.4333411,2.1444342,0.92927146,,,,6,5,7,3,7,6
"ESS4e04_6",4,"4.6","14.11.2023",125613,"GB",0.5153,0.50099176,2.1444342,1.0743439,,,,7,88,8,88,1,2
"ESS4e04_6",4,"4.6","14.11.2023",125614,"GB",0.5153,0.50099176,2.1444342,1.0743439,,,,5,88,3,5,10,8
"ESS4e04_6",4,"4.6","14.11.2023",125615,"GB",0.5153,0.50099176,2.1444342,1.0743439,,,,8,5,9,2,6,8
"ESS4e04_6",4,"4.6","14.11.2023",125619,"GB",0.5153,0.40760642,2.1444342,0.8740852,,,,5,5,5,3,8,3
"ESS4e04_6",4,"4.6","14.11.2023",125620,"GB",1.0307,0.82824695,2.1444342,1.7761211,,,,8,8,8,7,2,4
"ESS4e04_6",4,"4.6","14.11.2023",125701,"GB",1.0307,0.81529194,2.1444342,1.7483399,,,,5,5,8,6,4,5
"ESS4e04_6",4,"4.6","14.11.2023",125702,"GB",2.0613,1.5171295,2.1444342,3.2533846,,,,8,3,4,4,5,2
"ESS4e04_6",4,"4.6","14.11.2023",125703,"GB",1.0307,0.82824695,2.1444342,1.7761211,,,,8,6,9,6,6,7
"ESS4e04_6",4,"4.6","14.11.2023",125704,"GB",1.0307,0.82824695,2.1444342,1.7761211,,,,2,7,7,6,1,2
"ESS4e04_6",4,"4.6","14.11.2023",125709,"GB",0.5153,0.37926397,2.1444342,0.8133066,,,,7,6,8,10,5,5
"ESS4e04_6",4,"4.6","14.11.2023",125711,"GB",1.0307,0.75860155,2.1444342,1.6267711,,,,6,4,7,4,5,4
"ESS4e04_6",4,"4.6","14.11.2023",125712,"GB",2.0613,2.1818373,2.1444342,4.678807,,,,8,4,6,7,8,7
"ESS4e04_6",4,"4.6","14.11.2023",125713,"GB",1.0307,1.0909716,2.1444342,2.3395169,,,,8,5,8,10,10,8
"ESS4e04_6",4,"4.6","14.11.2023",125715,"GB",0.5153,0.54543287,2.1444342,1.169645,,,,6,6,8,8,3,4
"ESS4e04_6",4,"4.6","14.11.2023",125716,"GB",1.0307,1.0909716,2.1444342,2.3395169,,,,3,5,3,8,3,3
"ESS4e04_6",4,"4.6","14.11.2023",125718,"GB",0.5153,0.50099176,2.1444342,1.0743439,,,,5,9,8,3,2,5
"ESS4e04_6",4,"4.6","14.11.2023",125719,"GB",0.5153,0.50099176,2.1444342,1.0743439,,,,7,4,8,6,6,5
"ESS4e04_6",4,"4.6","14.11.2023",125720,"GB",2.5767,2.727376,2.1444342,5.8486786,,,,7,3,4,5,6,5
"ESS4e04_6",4,"4.6","14.11.2023",125802,"GB",0.5153,0.40760642,2.1444342,0.8740852,,,,8,8,10,9,4,5
"ESS4e04_6",4,"4.6","14.11.2023",125803,"GB",0.5153,0.40760642,2.1444342,0.8740852,,,,5,5,7,3,2,2
"ESS4e04_6",4,"4.6","14.11.2023",125804,"GB",1.0307,0.81529194,2.1444342,1.7483399,,,,8,8,8,8,5,5
"ESS4e04_6",4,"4.6","14.11.2023",125805,"GB",0.5153,0.54543287,2.1444342,1.169645,,,,8,7,6,6,3,5
"ESS4e04_6",4,"4.6","14.11.2023",125806,"GB",1.0307,0.81529194,2.1444342,1.7483399,,,,7,5,8,4,7,8
"ESS4e04_6",4,"4.6","14.11.2023",125807,"GB",0.5153,0.54543287,2.1444342,1.169645,,,,7,5,7,4,4,4
"ESS4e04_6",4,"4.6","14.11.2023",125810,"GB",1.546,1.2850853,2.1444342,2.755781,,,,7,5,4,3,1,1
"ESS4e04_6",4,"4.6","14.11.2023",125811,"GB",0.5153,0.50099176,2.1444342,1.0743439,,,,8,5,7,88,3,3
"ESS4e04_6",4,"4.6","14.11.2023",125813,"GB",0.5153,0.50099176,2.1444342,1.0743439,,,,8,5,7,2,5,4
"ESS4e04_6",4,"4.6","14.11.2023",125815,"GB",0.5153,0.50099176,2.1444342,1.0743439,,,,2,88,9,5,4,4
"ESS4e04_6",4,"4.6","14.11.2023",125816,"GB",1.0307,1.0020808,2.1444342,2.1488965,,,,8,88,7,7,7,7
"ESS4e04_6",4,"4.6","14.11.2023",125820,"GB",1.546,1.1378655,2.1444342,2.4400778,,,,9,1,3,88,2,5
"ESS4e04_6",4,"4.6","14.11.2023",125903,"GB",0.5153,0.41408327,2.1444342,0.8879743,,,,7,5,7,2,4,5
"ESS4e04_6",4,"4.6","14.11.2023",125904,"GB",0.5153,0.4333411,2.1444342,0.92927146,,,,6,5,8,5,4,6
"ESS4e04_6",4,"4.6","14.11.2023",125905,"GB",0.5153,0.37926397,2.1444342,0.8133066,,,,3,4,9,5,2,2
"ESS4e04_6",4,"4.6","14.11.2023",125906,"GB",1.546,1.3001074,2.1444342,2.7879946,,,,4,4,3,3,4,7
"ESS4e04_6",4,"4.6","14.11.2023",125908,"GB",2.5767,2.1668737,2.1444342,4.646718,,,,7,5,8,5,9,8
"ESS4e04_6",4,"4.6","14.11.2023",125909,"GB",1.0307,0.8667663,2.1444342,1.8587233,,,,4,5,8,6,3,3
"ESS4e04_6",4,"4.6","14.11.2023",125911,"GB",0.5153,0.40760642,2.1444342,0.8740852,,,,8,5,9,5,2,4
"ESS4e04_6",4,"4.6","14.11.2023",125913,"GB",1.0307,0.82824695,2.1444342,1.7761211,,,,4,5,8,3,8,10
"ESS4e04_6",4,"4.6","14.11.2023",125914,"GB",0.5153,0.50099176,2.1444342,1.0743439,,,,8,4,5,5,10,10
"ESS4e04_6",4,"4.6","14.11.2023",125916,"GB",1.0307,1.0909716,2.1444342,2.3395169,,,,5,4,4,3,4,2
"ESS4e04_6",4,"4.6","14.11.2023",125917,"GB",1.546,1.2423302,2.1444342,2.6640954,,,,6,5,9,7,4,5
"ESS4e04_6",4,"4.6","14.11.2023",125918,"GB",1.0307,0.8667663,2.1444342,1.8587233,,,,5,5,8,5,5,5
"ESS4e04_6",4,"4.6","14.11.2023",125919,"GB",1.546,1.6364045,2.1444342,3.5091617,,,,5,5,10,8,4,5
"ESS4e04_6",4,"4.6","14.11.2023",125920,"GB",0.5153,0.4333411,2.1444342,0.92927146,,,,5,5,2,2,1,1
"ESS4e04_6",4,"4.6","14.11.2023",126002,"GB",1.0307,0.81529194,2.1444342,1.7483399,,,,5,8,8,4,4,3
"ESS4e04_6",4,"4.6","14.11.2023",126003,"GB",1.0307,0.81529194,2.1444342,1.7483399,,,,5,5,10,10,0,0
"ESS4e04_6",4,"4.6","14.11.2023",126005,"GB",0.5153,0.41408327,2.1444342,0.8879743,,,,5,4,2,2,4,6
"ESS4e04_6",4,"4.6","14.11.2023",126007,"GB",2.0613,1.7334485,2.1444342,3.7172663,,,,8,5,7,3,10,9
"ESS4e04_6",4,"4.6","14.11.2023",126008,"GB",0.5153,0.4333411,2.1444342,0.92927146,,,,5,4,9,4,5,4
"ESS4e04_6",4,"4.6","14.11.2023",126011,"GB",1.0307,0.75860155,2.1444342,1.6267711,,,,5,6,8,5,6,5
"ESS4e04_6",4,"4.6","14.11.2023",126012,"GB",1.0307,0.82824695,2.1444342,1.7761211,,,,4,4,7,3,5,4
"ESS4e04_6",4,"4.6","14.11.2023",126013,"GB",0.5153,0.4333411,2.1444342,0.92927146,,,,7,5,8,3,8,9
"ESS4e04_6",4,"4.6","14.11.2023",126015,"GB",2.0613,1.6305048,2.1444342,3.4965103,,,,7,5,6,5,5,4
"ESS4e04_6",4,"4.6","14.11.2023",126016,"GB",1.0307,0.8667663,2.1444342,1.8587233,,,,6,5,6,4,5,2
"ESS4e04_6",4,"4.6","14.11.2023",126019,"GB",1.0307,0.81529194,2.1444342,1.7483399,,,,5,5,5,4,5,5
"ESS4e04_6",4,"4.6","14.11.2023",126101,"GB",1.0307,0.82824695,2.1444342,1.7761211,,,,5,4,7,3,88,2
"ESS4e04_6",4,"4.6","14.11.2023",126103,"GB",2.0613,2.1818373,2.1444342,4.678807,,,,4,88,1,10,6,6
"ESS4e04_6",4,"4.6","14.11.2023",126106,"GB",2.0613,1.5171295,2.1444342,3.2533846,,,,8,5,7,7,5,3
"ESS4e04_6",4,"4.6","14.11.2023",126108,"GB",0.5153,0.50099176,2.1444342,1.0743439,,,,10,5,5,9,2,0
"ESS4e04_6",4,"4.6","14.11.2023",126109,"GB",1.0307,0.8667663,2.1444342,1.8587233,,,,5,5,7,4,2,3
"ESS4e04_6",4,"4.6","14.11.2023",126110,"GB",0.5153,0.40760642,2.1444342,0.8740852,,,,7,4,7,6,7,10
"ESS4e04_6",4,"4.6","14.11.2023",126112,"GB",1.546,1.2423302,2.1444342,2.6640954,,,,4,5,2,4,0,3
"ESS4e04_6",4,"4.6","14.11.2023",126113,"GB",1.0307,1.0020808,2.1444342,2.1488965,,,,7,2,0,0,0,0
"ESS4e04_6",4,"4.6","14.11.2023",126114,"GB",1.0307,0.75860155,2.1444342,1.6267711,,,,3,0,4,5,4,0
"ESS4e04_6",4,"4.6","14.11.2023",126116,"GB",1.0307,0.81529194,2.1444342,1.7483399,,,,5,5,4,7,4,4
"ESS4e04_6",4,"4.6","14.11.2023",126118,"GB",1.0307,0.8667663,2.1444342,1.8587233,,,,8,5,2,5,1,1
"ESS4e04_6",4,"4.6","14.11.2023",126119,"GB",1.0307,0.81529194,2.1444342,1.7483399,,,,7,8,5,2,8,4
"ESS4e04_6",4,"4.6","14.11.2023",126120,"GB",1.0307,0.8667663,2.1444342,1.8587233,,,,2,8,2,4,3,1
"ESS4e04_6",4,"4.6","14.11.2023",126202,"GB",1.0307,0.81529194,2.1444342,1.7483399,,,,7,5,8,5,5,3
"ESS4e04_6",4,"4.6","14.11.2023",126204,"GB",1.0307,0.81529194,2.1444342,1.7483399,,,,2,88,5,6,2,1
"ESS4e04_6",4,"4.6","14.11.2023",126205,"GB",1.546,1.3001074,2.1444342,2.7879946,,,,6,5,10,6,3,4
"ESS4e04_6",4,"4.6","14.11.2023",126209,"GB",1.0307,0.81529194,2.1444342,1.7483399,,,,3,88,0,0,0,0
"ESS4e04_6",4,"4.6","14.11.2023",126212,"GB",0.5153,0.37926397,2.1444342,0.8133066,,,,5,88,1,2,2,2
"ESS4e04_6",4,"4.6","14.11.2023",126214,"GB",1.0307,0.75860155,2.1444342,1.6267711,,,,8,5,1,0,0,1
"ESS4e04_6",4,"4.6","14.11.2023",126219,"GB",0.5153,0.4333411,2.1444342,0.92927146,,,,5,3,5,6,10,9
"ESS4e04_6",4,"4.6","14.11.2023",126220,"GB",1.0307,0.75860155,2.1444342,1.6267711,,,,4,8,7,3,2,2
"ESS4e04_6",4,"4.6","14.11.2023",126302,"GB",1.0307,0.81529194,2.1444342,1.7483399,,,,5,7,6,4,7,6
"ESS4e04_6",4,"4.6","14.11.2023",126303,"GB",0.5153,0.40760642,2.1444342,0.8740852,,,,7,0,8,4,5,5
"ESS4e04_6",4,"4.6","14.11.2023",126305,"GB",4,4.0103602,2.1444342,8.599954,,,,6,3,8,6,7,6
"ESS4e04_6",4,"4.6","14.11.2023",126306,"GB",1.0307,1.0020808,2.1444342,2.1488965,,,,8,5,10,8,6,7
"ESS4e04_6",4,"4.6","14.11.2023",126307,"GB",1.546,1.3001074,2.1444342,2.7879946,,,,5,3,4,6,4,5
"ESS4e04_6",4,"4.6","14.11.2023",126308,"GB",0.5153,0.50099176,2.1444342,1.0743439,,,,7,7,8,8,5,5
"ESS4e04_6",4,"4.6","14.11.2023",126309,"GB",1.0307,1.0020808,2.1444342,2.1488965,,,,6,4,7,4,3,3
"ESS4e04_6",4,"4.6","14.11.2023",126310,"GB",1.0307,1.0020808,2.1444342,2.1488965,,,,5,4,7,5,4,4
"ESS4e04_6",4,"4.6","14.11.2023",126311,"GB",1.0307,1.0020808,2.1444342,2.1488965,,,,5,5,5,3,5,6
"ESS4e04_6",4,"4.6","14.11.2023",126312,"GB",1.0307,0.8667663,2.1444342,1.8587233,,,,7,5,7,6,3,5
"ESS4e04_6",4,"4.6","14.11.2023",126315,"GB",0.5153,0.41408327,2.1444342,0.8879743,,,,8,0,9,7,0,10
"ESS4e04_6",4,"4.6","14.11.2023",126316,"GB",1.0307,0.82824695,2.1444342,1.7761211,,,,77,77,6,7,5,5
"ESS4e04_6",4,"4.6","14.11.2023",126319,"GB",1.0307,1.0909716,2.1444342,2.3395169,,,,6,9,4,5,2,2
"ESS4e04_6",4,"4.6","14.11.2023",126401,"GB",1.0307,0.75860155,2.1444342,1.6267711,,,,5,5,6,3,3,2
"ESS4e04_6",4,"4.6","14.11.2023",126402,"GB",1.0307,0.75860155,2.1444342,1.6267711,,,,3,5,8,5,0,2
"ESS4e04_6",4,"4.6","14.11.2023",126410,"GB",0.5153,0.40760642,2.1444342,0.8740852,,,,5,4,7,7,5,5
"ESS4e04_6",4,"4.6","14.11.2023",126411,"GB",0.5153,0.40760642,2.1444342,0.8740852,,,,8,3,0,6,88,7
"ESS4e04_6",4,"4.6","14.11.2023",126412,"GB",1.546,1.2423302,2.1444342,2.6640954,,,,1,88,0,1,1,0
"ESS4e04_6",4,"4.6","14.11.2023",126413,"GB",0.5153,0.37926397,2.1444342,0.8133066,,,,6,3,5,7,4,3
"ESS4e04_6",4,"4.6","14.11.2023",126414,"GB",1.0307,0.75860155,2.1444342,1.6267711,,,,8,88,7,6,2,4
"ESS4e04_6",4,"4.6","14.11.2023",126417,"GB",1.0307,1.0020808,2.1444342,2.1488965,,,,7,5,8,4,7,4
"ESS4e04_6",4,"4.6","14.11.2023",126418,"GB",1.546,1.1378655,2.1444342,2.4400778,,,,7,5,5,8,3,5
"ESS4e04_6",4,"4.6","14.11.2023",126419,"GB",1.0307,0.81529194,2.1444342,1.7483399,,,,7,7,6,5,3,2
"ESS4e04_6",4,"4.6","14.11.2023",126420,"GB",2.0613,1.6564134,2.1444342,3.5520697,,,,8,7,8,8,5,6
"ESS4e04_6",4,"4.6","14.11.2023",126501,"GB",1.0307,0.75860155,2.1444342,1.6267711,,,,7,5,7,1,5,1
"ESS4e04_6",4,"4.6","14.11.2023",126503,"GB",0.5153,0.41408327,2.1444342,0.8879743,,,,6,5,0,0,5,5
"ESS4e04_6",4,"4.6","14.11.2023",126504,"GB",1.0307,0.8667663,2.1444342,1.8587233,,,,5,5,0,0,2,1
"ESS4e04_6",4,"4.6","14.11.2023",126505,"GB",1.546,1.6364045,2.1444342,3.5091617,,,,5,7,9,8,5,7
"ESS4e04_6",4,"4.6","14.11.2023",126507,"GB",1.0307,1.0020808,2.1444342,2.1488965,,,,7,4,7,4,2,5
"ESS4e04_6",4,"4.6","14.11.2023",126511,"GB",1.0307,0.82824695,2.1444342,1.7761211,,,,3,5,7,6,5,5
"ESS4e04_6",4,"4.6","14.11.2023",126512,"GB",1.0307,1.0020808,2.1444342,2.1488965,,,,3,4,0,88,2,2
"ESS4e04_6",4,"4.6","14.11.2023",126514,"GB",1.0307,0.8667663,2.1444342,1.8587233,,,,5,5,3,2,2,3
"ESS4e04_6",4,"4.6","14.11.2023",126515,"GB",1.0307,0.8667663,2.1444342,1.8587233,,,,5,5,8,7,5,4
